company,name,fuel,km_driven,mileage,torque,seats,engine,Insurance_id,Insurance
Honda,Honda City 1.5 V Inspire,Petrol,70000,25.17 kmpl,200Nm@ 1750-3000rpm,5,1196 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai EON Magna Plus,Petrol,120000,16.1 kmpl,200Nm@ 1750-3000rpm,5,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra XUV500 W6 2WD,Diesel,120000,18.5 kmpl,290Nm@ 1800-2800rpm,7,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Audi,Audi Q5 3.0 TDI Quattro,Diesel,90000,,140Nm@ 1800-3000rpm,5,1497 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 1.2 Asta,Petrol,35000,22.54 kmpl,140Nm@ 1800-3000rpm,5,1248 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Audi,Audi Q7 3.0 TDI Quattro,Diesel,30000,15.64 kmpl,59Nm@ 2500rpm,7,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Mahindra,Mahindra Scorpio S3 9 Seater BSIV,Diesel,70000,24.4 kmpl,219.7Nm@ 1500-2750rpm,7,1396 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,Diesel,60000,20.0 kmpl,200Nm@ 1750-3000rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Accord V6 AT,Petrol,70000,19.01 kmpl,140Nm@ 1800-3000rpm,5,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Audi,Audi Q7 3.0 TDI Quattro Premium Plus,Diesel,6000,18.0 kmpl,114.7Nm@ 4000rpm,7,1399 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Vitara Brezza VDi,Diesel,20000,25.4 kmpl,113Nm@ 4200rpm,5,1948 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Land,Land Rover Freelander 2 TD4 HSE,Diesel,70000,22.74 kmpl,135Nm@ 2500rpm,5,1493 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda Amaze V Petrol BSIV,Petrol,65000,,145Nm@ 4600rpm,5,936 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Volkswagen,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,Petrol,25000,24.3 kmpl,114Nm@ 3500rpm,5,1798 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Ford,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Diesel,10000,20.51 kmpl,101Nm@ 3000rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Creta 1.6 CRDi SX Option,Diesel,35000,18.9 kmpl,59Nm@ 2500rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault Duster 110PS Diesel RxL,Diesel,80000,,228Nm@ 4400rpm,5,1493 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VDI,Diesel,63000,13.6 kmpl,108Nm@ 4400rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R Stingray VXI,Petrol,100000,,"12.5@ 2,500(kgm@ rpm)",5,1497 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti SX4 ZXI AT,Petrol,1303,16.2 kmpl,109Nm@ 4500rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Wagon R VXI Minor,Petrol,31800,13.8 kmpl,400nm@ 1750-3000rpm,5,1968 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Xcent 1.1 CRDi SX,Diesel,20000,19.7 kmpl,202Nm@ 3600-5200rpm,5,1597 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda City i-DTEC VX,Diesel,45000,25.2 kmpl,430Nm@ 1750-2500rpm,5,1998 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,17000,19.4 kmpl,347Nm@ 4300rpm,8,2755 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 1.2 Spotz,Petrol,4295,18.9 kmpl,140Nm@ 4200rpm,5,1086 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Baleno Zeta 1.3,Diesel,5229,18.6 kmpl,140Nm@ 4200rpm,5,2596 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Sportz,Petrol,68089,13.6 kmpl,213Nm@ 4500rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Celerio X ZXI BSIV,Petrol,23712,12.6 kmpl,200Nm@ 1750rpm,5,1582 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Zest Quadrajet 1.3 XM,Diesel,56494,17.0 kmpl,110Nm@ 4800rpm,5,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Alto K10 2010-2014 VXI,Petrol,16589,18.6 kmpl,90Nm@ 3500rpm,5,1498 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift VDI,Diesel,79328,,200Nm@ 1200-3600rpm,5,2498 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift VXI 2018,Petrol,53201,19.7 kmpl,145Nm@ 4600rpm,5,1497 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Scorpio 1.99 S6 Plus,Diesel,25272,23.95 kmpl,113Nm@ 4200rpm,7,1451 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Wagon R LXI DUO BSIII,LPG,53619,16.36 kmpl,200Nm@ 1750rpm,5,2148 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Zen LXI,Petrol,7500,15.0 kmpl,400Nm@ 1750-2500rpm,5,1497 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Xylo E8 ABS Airbag,Diesel,8500,18.9 kmpl,400Nm@ 1750-2500rpm,7,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Scorpio LX,Diesel,7032,,110Nm@ 4800rpm,9,1995 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Tata,Tata New Safari DICOR 2.2 LX 4x2,Diesel,6001,16.5 kmpl,149Nm@ 4500rpm,7,1968 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Vitara Brezza ZDi,Diesel,80000,10.5 kmpl,135Nm@ 2500rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero 2011-2019 SLX,Diesel,12000,13.93 kmpl,245Nm@ 1750rpm,7,1199 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Tiago 1.2 Revotron XZ,Petrol,25000,20.89 kmpl,150Nm@ 4500rpm,5,2179 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift VDI,Diesel,40000,20.92 kmpl,219.7Nm@ 1500-2750rpm,5,1461 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VDi,Diesel,130000,15.96 kmpl,190Nm@ 2000rpm,5,1498 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai i10 Era 1.1,Petrol,202000,18.2 kmpl,320Nm@ 1750-2500rpm,5,1198 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda Amaze VX i-DTEC,Diesel,40000,22.27 kmpl,200Nm@ 1750rpm,5,998 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Vitara Brezza ZDi Plus,Diesel,70000,18.7 kmpl,78Nm@ 4500rpm,5,999 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto 800 LXI,Petrol,120000,27.3 kmpl,"12.7@ 2,700(kgm@ rpm)",5,1196 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI Minor,Petrol,60000,21.1 kmpl,190Nm@ 2000rpm,5,1493 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Bolero 2011-2019 SLE,Diesel,60000,20.14 kmpl,90Nm@ 3500rpm,7,1399 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VDI,Diesel,60000,17.8 kmpl,62Nm@ 3000rpm,5,2494 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto LXi,Petrol,78000,17.21 kmpl,190Nm@ 2000rpm,5,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Honda,Honda City 1.5 S MT,Petrol,80000,25.44 kmpl,200Nm@ 1900rpm,5,1598 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero Power Plus SLX,Diesel,120000,15.6 kmpl,62Nm@ 3000rpm,7,796 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Mahindra,Mahindra Bolero 2011-2019 SLX,Diesel,90000,12.99 kmpl,59Nm@ 2500rpm,7,1405 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City E,Petrol,100000,20.52 kmpl,62Nm@ 3000rpm,5,2523 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Celerio VXI,Petrol,70000,20.36 kmpl,62Nm@ 3000rpm,5,1199 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Alto K10 LXI,Petrol,160000,20.77 kmpl,187Nm@ 2500rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna VTVT 1.6 SX,Petrol,120000,32.52 km/kg,290Nm@ 1800-2800rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto 800 VXI,Petrol,100000,17.3 kmpl,187Nm@ 2500rpm,5,2498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault KWID RXL,Petrol,60000,15.6 kmpl,200Nm@ 1750rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto 800 LXI,Petrol,135000,19.4 kmpl,327Nm@ 2600rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 Sportz Option 1.4 CRDi,Diesel,90000,22.9 kmpl,113Nm@ 4200rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indica Vista TDI LS,Diesel,75000,18.9 kmpl,180Nm@ 2000rpm,5,1199 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford EcoSport 1.5 Petrol Ambiente BSIV,Petrol,185000,25.0 kmpl,200Nm@ 1400-3400rpm,5,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Baleno Delta 1.2,Petrol,71717,21.1 kmpl,104Nm@ 4400rpm,5,2499 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Xcent 1.2 Kappa SX Option,Petrol,150000,17.0 kmpl,290Nm@ 1800-2800rpm,5,1373 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Aria Pure LX 4x2,Diesel,55000,17.0 kmpl,190Nm@ 2000rpm,7,1396 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Tigor 1.05 Revotorq XM,Diesel,90000,20.4 kmpl,146Nm@ 3400rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Xylo D2,Diesel,35000,16.1 kmpl,91Nm@ 4250rpm,8,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai EON Magna Plus,Petrol,120000,19.34 kmpl,343Nm@ 1400-3400rpm,5,1196 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Baleno Delta 1.2,Petrol,100000,21.63 kmpl,96.1Nm@ 3000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna VTVT 1.6 SX,Petrol,40000,20.51 kmpl,172Nm@ 4300rpm,5,1396 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift VDI,Diesel,100000,14.0 kmpl,220Nm at 1400-2600 rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option,Petrol,120000,15.4 kmpl,320Nm@ 1500-3000rpm,5,1396 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VDi,Diesel,60000,,90Nm@ 3500rpm,5,998 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Xcent 1.2 Kappa AT SX Option,Petrol,2000,18.0 kmpl,180Nm@ 1440-1500rpm,5,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna VTVT 1.6 SX,Petrol,100000,13.58 kmpl,200Nm@ 1400-2200rpm,5,793 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto 800 VXI,Petrol,110000,19.7 kmpl,218Nm@ 1400-2600rpm,5,2498 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Ciaz VDi Plus SHVS,Diesel,90000,13.2 kmpl,320Nm@ 1700-2700rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Nexon 1.5 Revotorq XZ Plus,Diesel,84321,23.03 kmpl,140Nm@ 1800-3000rpm,5,1956 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.6 VTVT S Option,Petrol,177000,23.03 kmpl,330Nm@ 1600-2800rpm,5,1461 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Ford,Ford EcoSport 1.5 Petrol Trend BSIV,Petrol,60000,23.03 kmpl,190 Nm at 1750  rpm ,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto K10 VXI,Petrol,205000,17.5 kmpl,135Nm@ 2500rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra XUV300 W6 Diesel BSIV,Diesel,70000,22.1 kmpl,111.8Nm@ 4000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R VXI Plus Optional,Petrol,70000,23.03 kmpl,,5,2499 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 1.4 Magna AT,Petrol,126000,17.3 kmpl,248Nm@ 2250rpm,5,1248 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,120000,25.8 kmpl,470Nm@ 1750-2500rpm,8,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Verito 1.5 D4 BSIV,Diesel,70000,20.36 kmpl,135.4Nm@ 2500rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Dzire VXI,Petrol,82000,17.8 kmpl,240Nm@ 1600-2800rpm,5,2499 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Volkswagen,Volkswagen Vento IPL II Diesel Trendline,Diesel,110000,17.19 kmpl,59Nm@ 2500rpm,5,993 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna Transform CRDi VGT SX ABS,Diesel,45000,18.5 kmpl,115Nm@ 4000rpm,5,1248 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Creta 1.6 SX Automatic,Petrol,70000,18.5 kmpl,200Nm@ 2000rpm,5,2523 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Verito 1.5 D4 BSIV,Diesel,80000,16.3 kmpl,200Nm@ 1900rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire Tour LDI,Diesel,45000,18.9 kmpl,280Nm@ 1800-2800rpm,5,1198 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti 800 AC,Petrol,60000,19.7 kmpl,94.14Nm@ 3500rpm,4,1582 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Mahindra,Mahindra XUV500 W10 2WD,Diesel,41800,19.7 kmpl,114Nm@ 4000rpm,7,998 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata New Safari DICOR 2.2 VX 4x4,Diesel,132000,23.84 kmpl,,7,1493 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indica Vista TDI LX,Diesel,50000,22.74 kmpl,190Nm@ 2000rpm,5,995 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indigo LX,Diesel,40000,28.4 kmpl,160Nm@ 2000rpm,5,796 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Tata,Tata New Safari DICOR 2.2 EX 4x2,Diesel,96000,20.85 kmpl,84Nm@ 3500rpm,7,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford Ikon 1.3 CLXi,Petrol,117000,22.0 kmpl,260 Nm at 1800-2200 rpm,5,1498 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,Diesel,110000,,99.04Nm@ 4500rpm,5,1396 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Omni E MPI STD BS IV,Petrol,100000,25.17 kmpl,200Nm@ 1750rpm,8,1995 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 1.2 Asta,Petrol,88700,19.81 kmpl,62Nm@ 3000rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto 800 LXI,Petrol,70000,24.4 kmpl,134Nm@ 4000rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Getz GLS,Petrol,110000,18.0 kmpl,"8.6@ 3,500(kgm@ rpm)",5,1995 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ritz VXi,Petrol,15000,25.17 kmpl,69Nm@ 3500rpm,5,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift VXI,Petrol,80000,18.5 kmpl,160Nm@ 2000rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero 2011-2019 SLX,Diesel,50000,23.5 kmpl,114Nm@ 4000rpm,7,1396 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ritz VXi (ABS) BS IV,Petrol,15000,18.9 kmpl,74.5Nm@ 4000rpm,5,1995 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.4 CRDi,Diesel,25000,14.0 kmpl,72Nm@ 4386rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto LXi,Petrol,57000,0.0 kmpl,160Nm@ 2000rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti 800 AC,Petrol,75000,15.96 kmpl,195Nm@ 1400-2200rpm,4,1461 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Renault,Renault KWID RXT,Petrol,26000,21.21 kmpl,101Nm@ 3000rpm,5,1461 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti 800 AC,Petrol,160000,22.7 kmpl,180.4Nm@ 1750-2500rpm,4,2179 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai i20 Magna,Petrol,26000,22.77 kmpl,101Nm@ 3000rpm,5,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 Sportz 1.4 CRDi,Diesel,120000,14.23 kmpl,62Nm@ 3000rpm,5,1461 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indigo eCS GLS,Petrol,50000,20.0 kmpl,62Nm@ 3000rpm,5,814 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Xcent 1.1 CRDi S Option,Diesel,40000,25.83 kmpl,62Nm@ 3000rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford Figo Diesel Celebration Edition,Diesel,90000,21.21 kmpl,,5,2609 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault Duster 110PS Diesel RxZ,Diesel,120000,18.5 kmpl,,5,1405 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Nano CX,Petrol,28000,18.9 kmpl,145Nm@ 4600rpm,4,799 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Alto 800 LXI,Petrol,50000,23.8 kmpl,190Nm@ 2000rpm,5,2523 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Vitara Brezza VDi Option,Diesel,90000,25.83 kmpl,200Nm@ 1750rpm,5,1948 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R VXI BS IV,Petrol,40000,20.45 kmpl,219.7Nm@ 1750-2750rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Sportz Celebration Edition,Petrol,113000,18.5 kmpl,215Nm@ 1750-3000rpm,5,1198 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero SLE,Diesel,188000,24.0 kmpl,190Nm@ 2000rpm,7,2523 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Volkswagen,Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,Petrol,100000,23.2 kmpl,160Nm@ 2000rpm,5,796 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Ford,Ford Ikon 1.4 TDCi DuraTorq,Diesel,225000,13.93 kmpl,190Nm@ 2000-3000,5,796 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Omni 8 Seater BSII,Petrol,67000,16.8 kmpl,240Nm@ 1600-2800rpm,8,2489 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift VDI BSIV,Diesel,70000,25.2 kmpl,150Nm@ 1750rpm,5,1991 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Indica Vista TDI LS,Diesel,50000,,173Nm@ 4000rpm,5,796 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Wagon R LX,Petrol,60000,24.4 kmpl,450Nm@ 2000rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero SLE BSIII,Diesel,34000,,250Nm@ 1500-3000rpm,7,1198 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti SX4 ZXI AT Leather,Petrol,110000,24.52 kmpl,13.1kgm@ 4600rpm,5,1248 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Nexon 1.2 Revotron XM,Petrol,71000,23.4 kmpl,,5,1298 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 Sportz Option 1.2,Petrol,140000,20.3 kmpl,90Nm@ 3500rpm,5,814 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Alto LX,Petrol,100000,19.1 kmpl,146Nm@ 4800rpm,5,2523 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto K10 VXI,Petrol,10000,18.16 kmpl,113.75nm@ 4000rpm,5,1582 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti SX4 Zxi BSIII,Petrol,30000,23.65 kmpl,90Nm@ 3500rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R VXI,Petrol,22000,17.21 kmpl,380Nm@ 1750-2500rpm,5,1248 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,Diesel,5500,18.16 kmpl,300Nm@ 2000rpm,7,1968 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Scorpio 2.6 CRDe,Diesel,18000,16.36 kmpl,400nm@ 1750-2500rpm,8,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Tata,Tata Safari DICOR 2.2 EX 4x2,Diesel,20000,18.49 kmpl,360Nm@ 1200-3400rpm,7,1186 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ignis 1.2 Zeta BSIV,Petrol,7000,16.52 kmpl,99Nm@ 4500rpm,5,998 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Mahindra,Mahindra Bolero 2011-2019 ZLX,Diesel,20000,14.66 kmpl,230Nm@ 1800-2000rpm,7,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Jazz VX CVT,Petrol,4875,26.1 kmpl,90Nm@ 3500rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Volkswagen,Volkswagen Vento 1.5 TDI Highline,Diesel,2700,12.8 kmpl,259.9Nm@ 1900-2750rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Jazz 1.2 V i VTEC,Petrol,58511,19.4 kmpl,200Nm@ 1750rpm,5,2494 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Honda,Honda Jazz 1.5 VX i DTEC,Diesel,105000,23.84 kmpl,215Nm@ 1750-3000rpm,5,2523 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai EON Era Plus,Petrol,26235,15.29 kmpl,247Nm@ 1800-2000rpm,5,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Volkswagen,Volkswagen Polo 1.5 TDI Comfortline,Diesel,26766,19.81 kmpl,260Nm@ 1500-2750rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Ldi BSIII,Diesel,1600,12.99 kmpl,250Nm@ 1600-3600rpm,5,1497 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Quanto C4,Diesel,46000,26.0 kmpl,"42@ 2,000(kgm@ rpm)",7,995 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford Figo Petrol Titanium,Petrol,23000,21.1 kmpl,300Nm@ 1750-2500rpm,5,814 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R VXI 1.2,Petrol,24522,18.2 kmpl,113Nm@ 4200rpm,5,1461 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i10 Sportz,Petrol,13663,20.36 kmpl,400Nm@ 1750-2500rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ertiga VDI,Diesel,11000,15.4 kmpl,320Nm@ 1750-3000rpm,7,1461 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
